# Theoretical transmission filter for J-PLUS filter F395
# Date of creation: 2013-01-17
# Author: J. Varela
# 
# Requirements:
#    Central wavelength (Angstroms): 3950
#    W1 (Angstroms): 70
#    FWHM (Angstroms): 100
#    Transmission peak: 0.75
#
# Columns description:
#    wl: Wavelength in Angstroms
#    T: Transmission
#    T+CCD: Transmission Filter+CCD
#
# wl   T  T+CCD
3951.7 0.7500 0.6852
3951.8 0.7500 0.6852
3951.9 0.7500 0.6852
3952.0 0.7500 0.6853
3952.1 0.7500 0.6853
3952.2 0.7500 0.6853
3952.3 0.7500 0.6853
3952.4 0.7500 0.6854
3952.5 0.7500 0.6854
3952.6 0.7500 0.6854
3952.7 0.7500 0.6854
3952.8 0.7500 0.6855
3952.9 0.7500 0.6855
3953.0 0.7500 0.6855
3953.1 0.7500 0.6855
3953.2 0.7500 0.6856
3953.3 0.7500 0.6856
3953.4 0.7500 0.6856
3953.5 0.7500 0.6856
3953.6 0.7500 0.6857
3953.7 0.7500 0.6857
3953.8 0.7500 0.6857
3953.9 0.7500 0.6857
3954.0 0.7500 0.6858
3954.1 0.7500 0.6858
3954.2 0.7500 0.6858
3954.3 0.7500 0.6858
3954.4 0.7500 0.6859
3954.5 0.7500 0.6859
3954.6 0.7500 0.6859
3954.7 0.7500 0.6859
3954.8 0.7500 0.6860
3954.9 0.7500 0.6860
3955.0 0.7500 0.6860
3955.1 0.7500 0.6861
3955.2 0.7500 0.6861
3955.3 0.7500 0.6861
3955.4 0.7500 0.6861
3955.5 0.7500 0.6862
3955.6 0.7500 0.6862
3955.7 0.7500 0.6862
3955.8 0.7500 0.6862
3955.9 0.7500 0.6863
3956.0 0.7500 0.6863
3956.1 0.7500 0.6863
3956.2 0.7500 0.6863
3956.3 0.7500 0.6864
3956.4 0.7500 0.6864
3956.5 0.7500 0.6864
3956.6 0.7500 0.6864
3956.7 0.7500 0.6865
3956.8 0.7500 0.6865
3956.9 0.7500 0.6865
3957.0 0.7500 0.6865
3957.1 0.7500 0.6866
3957.2 0.7500 0.6866
3957.3 0.7500 0.6866
3957.4 0.7500 0.6866
3957.5 0.7500 0.6867
3957.6 0.7500 0.6867
3957.7 0.7500 0.6867
3957.8 0.7500 0.6867
3957.9 0.7500 0.6868
3958.0 0.7500 0.6868
3958.1 0.7500 0.6868
3958.2 0.7500 0.6868
3958.3 0.7500 0.6869
3958.4 0.7500 0.6869
3958.5 0.7500 0.6869
3958.6 0.7500 0.6869
3958.7 0.7500 0.6870
3958.8 0.7500 0.6870
3958.9 0.7500 0.6870
3959.0 0.7500 0.6870
3959.1 0.7500 0.6871
3959.2 0.7500 0.6871
3959.3 0.7500 0.6871
3959.4 0.7500 0.6871
3959.5 0.7500 0.6872
3959.6 0.7500 0.6872
3959.7 0.7500 0.6872
3959.8 0.7500 0.6872
3959.9 0.7500 0.6873
3960.0 0.7500 0.6873
3960.1 0.7500 0.6873
3960.2 0.7500 0.6874
3960.3 0.7500 0.6874
3960.4 0.7500 0.6874
3960.5 0.7500 0.6874
3960.6 0.7500 0.6875
3960.7 0.7500 0.6875
3960.8 0.7500 0.6875
3960.9 0.7500 0.6875
3961.0 0.7500 0.6876
3961.1 0.7500 0.6876
3961.2 0.7500 0.6876
3961.3 0.7500 0.6876
3961.4 0.7500 0.6877
3961.5 0.7500 0.6877
3961.6 0.7500 0.6877
3961.7 0.7500 0.6877
3961.8 0.7500 0.6878
3961.9 0.7500 0.6878
3962.0 0.7500 0.6878
3962.1 0.7500 0.6878
3962.2 0.7500 0.6879
3962.3 0.7500 0.6879
3962.4 0.7500 0.6879
3962.5 0.7500 0.6879
3962.6 0.7500 0.6880
3962.7 0.7500 0.6880
3962.8 0.7500 0.6880
3962.9 0.7500 0.6880
3963.0 0.7500 0.6881
3963.1 0.7500 0.6881
3963.2 0.7500 0.6881
3963.3 0.7500 0.6881
3963.4 0.7500 0.6882
3963.5 0.7500 0.6882
3963.6 0.7500 0.6882
3963.7 0.7500 0.6882
3963.8 0.7500 0.6883
3963.9 0.7500 0.6883
3964.0 0.7500 0.6883
3964.1 0.7500 0.6883
3964.2 0.7500 0.6884
3964.3 0.7500 0.6884
3964.4 0.7500 0.6884
3964.5 0.7500 0.6884
3964.6 0.7500 0.6885
3964.7 0.7500 0.6885
3964.8 0.7500 0.6885
3964.9 0.7500 0.6885
3965.0 0.7500 0.6886
3965.1 0.7500 0.6886
3965.2 0.7500 0.6886
3965.3 0.7500 0.6887
3965.4 0.7500 0.6887
3965.5 0.7500 0.6887
3965.6 0.7500 0.6887
3965.7 0.7500 0.6888
3965.8 0.7500 0.6888
3965.9 0.7500 0.6888
3966.0 0.7500 0.6888
3966.1 0.7500 0.6889
3966.2 0.7500 0.6889
3966.3 0.7500 0.6889
3966.4 0.7500 0.6889
3966.5 0.7500 0.6890
3966.6 0.7500 0.6890
3966.7 0.7500 0.6890
3966.8 0.7500 0.6890
3966.9 0.7500 0.6891
3967.0 0.7500 0.6891
3967.1 0.7500 0.6891
3967.2 0.7500 0.6891
3967.3 0.7500 0.6892
3967.4 0.7500 0.6892
3967.5 0.7500 0.6892
3967.6 0.7500 0.6892
3967.7 0.7500 0.6893
3967.8 0.7500 0.6893
3967.9 0.7500 0.6893
3968.0 0.7500 0.6893
3968.1 0.7500 0.6894
3968.2 0.7500 0.6894
3968.3 0.7500 0.6894
3968.4 0.7500 0.6894
3968.5 0.7500 0.6895
3968.6 0.7500 0.6895
3968.7 0.7500 0.6895
3968.8 0.7500 0.6895
3968.9 0.7500 0.6896
3969.0 0.7500 0.6896
3969.1 0.7500 0.6896
3969.2 0.7500 0.6896
3969.3 0.7500 0.6897
3969.4 0.7500 0.6897
3969.5 0.7500 0.6897
3969.6 0.7500 0.6897
